interval_id,participant_id,video_id,start_timestamp,end_timestamp,middle_noun
mprBaHMsCS,P04,P04_02,0:11:04.410000,0:11:07.410000,11
FagGhYzBiP,P03,P03_120,0:09:31.740000,0:09:34.740000,11
YUEqlJPVqR,P25,P25_106,0:17:51.220000,0:17:54.220000,11
JhwsfTriGP,P02,P02_09,0:09:28.230000,0:09:31.230000,11
FHAGJfFtbV,P24,P24_01,0:05:37.250000,0:05:40.250000,11
EJVJiOBfaC,P29,P29_01,0:00:33.660000,0:00:36.660000,11
jUjjbbBZqu,P01,P01_109,1:00:03.580000,1:00:06.580000,11
MIAqQWnttc,P22,P22_13,0:08:12.240000,0:08:15.240000,11
rInfHNuhwb,P08,P08_21,0:23:17.430000,0:23:20.430000,11
SqbKsmgpkH,P22,P22_05,0:08:31.770000,0:08:34.770000,11
CfDPYfVSRU,P01,P01_06,0:07:53.570000,0:07:56.570000,11
JfoaqSvmqw,P02,P02_103,0:01:22,0:01:25,11
nsPBiHxMrE,P01,P01_09,0:12:23.140000,0:12:26.140000,11
AkBWQwxnFy,P12,P12_02,0:12:08.300000,0:12:11.300000,11
pdqtzpHpIr,P06,P06_09,0:11:22.400000,0:11:25.400000,11
lpiuuZqeUB,P06,P06_113,0:01:51.680000,0:01:54.680000,11
zrSdqaXjEi,P06,P06_07,0:01:14.900000,0:01:17.900000,11
WYRsyQTeIK,P25,P25_05,0:10:56.970000,0:10:59.970000,11
pIfaSHsVmy,P30,P30_101,0:04:42.420000,0:04:45.420000,11
KGnYAXhTql,P04,P04_10,0:18:44.460000,0:18:47.460000,11
PAgYgkYMwd,P03,P03_04,0:08:36.240000,0:08:39.240000,11
qdSoITXdJr,P31,P31_06,0:00:49,0:00:52,11
fqucQgtaRI,P22,P22_115,0:04:59.620000,0:05:02.620000,11
fMmBrkWoHM,P12,P12_04,0:02:09.230000,0:02:12.230000,11
MBlcejQZBb,P22,P22_09,0:03:17,0:03:20,11
vJGHeDZoat,P26,P26_119,0:01:50,0:01:53,11
PEGwBqCcPu,P25,P25_101,0:05:09.750000,0:05:12.750000,11
udUXIlYgfs,P01,P01_109,0:55:06.580000,0:55:09.580000,11
jAPooeKSEk,P03,P03_04,0:13:14.240000,0:13:17.240000,11
RIZaWScMZn,P30,P30_107,0:22:15,0:22:18,11
GxaHYpdJrV,P03,P03_120,0:09:27.740000,0:09:30.740000,11
jeYAMOemNz,P31,P31_06,0:00:32,0:00:35,11
aoBfJdLKJu,P02,P02_131,0:00:17.310000,0:00:20.310000,11
SqsVdKVQDp,P20,P20_02,0:05:43,0:05:46,11
mPrexJWMSC,P01,P01_17,0:13:00,0:13:03,11
ksSrqMzDGm,P06,P06_05,0:16:46.550000,0:16:49.550000,11
JjNUZcvuFc,P22,P22_104,0:00:17.640000,0:00:20.640000,11
eeAMJWjvhr,P31,P31_02,0:02:38.170000,0:02:41.170000,11
zBRgqmMAKJ,P10,P10_04,0:02:36.710000,0:02:39.710000,11
lrwOOMGehc,P05,P05_03,0:15:46.900000,0:15:49.900000,11
RBZVWYRGpc,P01,P01_109,0:00:55.580000,0:00:58.580000,11
fDbJNhqyue,P35,P35_104,0:17:09.760000,0:17:12.760000,11
lAeMdcZBOA,P01,P01_05,0:12:13.140000,0:12:16.140000,11
NJgXsbKLaz,P25,P25_106,0:14:58.220000,0:15:01.220000,11
fHuSYSrIuG,P08,P08_26,0:05:58.300000,0:06:01.300000,11
jHFLrnWhfI,P04,P04_11,0:03:54.960000,0:03:57.960000,11
hpfoUrALMr,P26,P26_118,0:06:44.320000,0:06:47.320000,11
pSjrhpkrft,P35,P35_109,0:13:40.900000,0:13:43.900000,11
hqVoRvsvpg,P30,P30_10,0:01:35.120000,0:01:38.120000,11
jGRenXPCTe,P22,P22_07,0:25:31.690000,0:25:34.690000,11
ndelmpgIPI,P28,P28_103,0:08:29.940000,0:08:32.940000,11
yGvlTtwacq,P28,P28_108,0:06:42.680000,0:06:45.680000,11
ZcErUGbOFQ,P22,P22_16,0:01:27.960000,0:01:30.960000,11
aLVxIrCMWi,P12,P12_02,0:18:37.300000,0:18:40.300000,11
PZRqYRBYZA,P25,P25_09,0:07:54.830000,0:07:57.830000,11
YnOhUxzIAm,P35,P35_105,0:05:48.200000,0:05:51.200000,11
jqHUgpfFPK,P01,P01_109,1:00:01.580000,1:00:04.580000,11
CQDWtZKRpM,P04,P04_12,0:00:32.420000,0:00:35.420000,11
HOQelkZSZu,P23,P23_03,0:03:05.240000,0:03:08.240000,11
etDQByrcCE,P35,P35_107,0:11:48.190000,0:11:51.190000,11
NsmbHdYTOQ,P22,P22_103,0:13:05.400000,0:13:08.400000,11
rigNWmEmMI,P01,P01_109,0:55:50.580000,0:55:53.580000,11
gMmmBeNPpa,P01,P01_106,0:03:50.550000,0:03:53.550000,11
NlHSYgVNwG,P24,P24_01,0:05:39.250000,0:05:42.250000,11
LDJHrTcMyI,P01,P01_09,0:19:08.140000,0:19:11.140000,11
VsxKdwClEC,P24,P24_08,0:25:01.410000,0:25:04.410000,11
znNgRuNFFI,P01,P01_09,0:09:54.140000,0:09:57.140000,11
GSSuTtZGZm,P08,P08_11,0:03:03,0:03:06,11
DHtWLpHLrg,P30,P30_05,0:45:45.390000,0:45:48.390000,11
mhHiyHVWxf,P01,P01_09,0:09:36.140000,0:09:39.140000,11
rYDNiYGMrv,P06,P06_101,0:27:22.200000,0:27:25.200000,11
KsSwaWploe,P01,P01_19,0:07:18.570000,0:07:21.570000,11
wgxjmKvjwS,P22,P22_102,0:02:59.980000,0:03:02.980000,11
ZkQSznEYIM,P01,P01_09,0:19:39.140000,0:19:42.140000,11
DDmuugMqla,P31,P31_06,0:00:44,0:00:47,11
KFdgFSYpEW,P22,P22_111,0:16:15.280000,0:16:18.280000,11
YnadGvKUrN,P28,P28_103,0:08:32.940000,0:08:35.940000,11
wiTEAhgKSl,P07,P07_113,0:02:09.430000,0:02:12.430000,11
NAyCKRVeUS,P28,P28_103,0:08:44.940000,0:08:47.940000,11
hGfmAZzWKJ,P03,P03_101,0:08:47.600000,0:08:50.600000,11
fmwhaIgHsj,P26,P26_124,0:12:40.310000,0:12:43.310000,11
JGIKIGRVnq,P31,P31_09,0:04:07,0:04:10,11
SWHLsJtkxK,P06,P06_102,0:10:00.190000,0:10:03.190000,11
UwSythVSiK,P35,P35_107,0:09:10.190000,0:09:13.190000,11
LgaNWuwLaO,P28,P28_01,0:05:24.320000,0:05:27.320000,11
fPpJbgCjyR,P22,P22_10,0:14:50.020000,0:14:53.020000,11
VCepusEtMO,P22,P22_12,0:05:18.540000,0:05:21.540000,11
nCUlcRHxZv,P07,P07_101,0:05:02.640000,0:05:05.640000,11
eJtHqMNWhB,P20,P20_02,0:05:45,0:05:48,11
TWoMyoflMS,P10,P10_04,0:02:04.710000,0:02:07.710000,11
YkLMvYYuEs,P22,P22_111,0:12:36.280000,0:12:39.280000,11
vmqcENnbDM,P22,P22_08,0:04:39.490000,0:04:42.490000,11
dPnGPyXzGV,P22,P22_07,0:18:19.690000,0:18:22.690000,11
AJzUFgFWND,P35,P35_104,0:31:04.760000,0:31:07.760000,11
XKtnHpSMqX,P30,P30_05,0:04:00.390000,0:04:03.390000,11
AgfMkiVphp,P35,P35_103,0:18:36,0:18:39,11
XEuEhDDTCs,P28,P28_06,0:04:27.710000,0:04:30.710000,11
ekQWBIZyJC,P01,P01_09,0:01:55.140000,0:01:58.140000,11
xHZRUUbSPP,P04,P04_11,0:02:42.960000,0:02:45.960000,11
jzRTAePQlm,P22,P22_115,0:05:00.620000,0:05:03.620000,11
HPuIIYkDdl,P22,P22_13,0:03:03.240000,0:03:06.240000,11
DHWfoJxsBM,P09,P09_103,0:02:28.130000,0:02:31.130000,11
QCHGyKeAOn,P22,P22_111,0:12:33.280000,0:12:36.280000,11
STlAJbQkdF,P25,P25_102,0:05:37.210000,0:05:40.210000,11
JOKwykiBnW,P28,P28_102,0:01:22.160000,0:01:25.160000,11
lyKTwGwfml,P30,P30_101,0:05:40.420000,0:05:43.420000,11
PWejSDdUNA,P01,P01_09,0:25:54.140000,0:25:57.140000,11
YVAScoNwIy,P30,P30_10,0:11:29.120000,0:11:32.120000,11
qyIhSeZwTN,P06,P06_102,0:09:59.190000,0:10:02.190000,11
vsERnFmHDK,P07,P07_113,0:02:16.430000,0:02:19.430000,11
KbeFNMUKLX,P01,P01_109,0:59:57.580000,1:00:00.580000,11
HqFoXTGKRl,P02,P02_104,0:05:31.190000,0:05:34.190000,11
MqMrQEcRrb,P31,P31_02,0:02:42.170000,0:02:45.170000,11
TiyBYwpxuz,P09,P09_103,0:09:42.130000,0:09:45.130000,11
tLxouBtNYJ,P22,P22_108,0:00:50.470000,0:00:53.470000,11
KesIwuVqep,P29,P29_02,0:03:08.900000,0:03:11.900000,11
wgLGzIivud,P28,P28_01,0:05:06.320000,0:05:09.320000,11
wHoaivpCei,P35,P35_104,0:05:51.760000,0:05:54.760000,11
TBhxKMnSHJ,P35,P35_104,0:42:57.760000,0:43:00.760000,11
IWbRLlvgLJ,P03,P03_04,0:08:35.240000,0:08:38.240000,11
aUkeZkeYQu,P04,P04_01,0:11:25.890000,0:11:28.890000,11
oxgbeBJnkh,P02,P02_09,0:09:39.230000,0:09:42.230000,11
TsiGWDjWGI,P02,P02_09,0:09:29.230000,0:09:32.230000,11
SAivFGnnOz,P25,P25_106,0:17:55.220000,0:17:58.220000,11
UTKQuxgQcG,P23,P23_04,0:04:29,0:04:32,11
rpXRzxytYF,P28,P28_103,0:21:21.940000,0:21:24.940000,11
ptORQxKeSz,P04,P04_10,0:18:42.460000,0:18:45.460000,11
pankfDKfLj,P30,P30_06,0:01:00.620000,0:01:03.620000,11
dtYVBSmAqw,P01,P01_109,0:30:31.580000,0:30:34.580000,11
uZkYuJinfj,P31,P31_13,0:05:17.460000,0:05:20.460000,11
SeHWYUXczw,P03,P03_112,0:05:17.100000,0:05:20.100000,11
kAiMcfqaUs,P22,P22_103,0:06:42.400000,0:06:45.400000,11
bgVxJUMznl,P08,P08_05,0:13:12.140000,0:13:15.140000,11
afcjcZALkB,P12,P12_101,0:32:39.380000,0:32:42.380000,11
rpYwVJennx,P03,P03_04,0:09:02.240000,0:09:05.240000,11
GuNEFVgCfk,P31,P31_06,0:00:46,0:00:49,11
LwCTrYGXZP,P08,P08_06,0:07:54.470000,0:07:57.470000,11
kzGgQsdsJH,P01,P01_109,0:09:46.580000,0:09:49.580000,11
rEAsvqIbxv,P01,P01_09,0:13:23.140000,0:13:26.140000,11
HuUPbAiyAB,P06,P06_108,0:04:27.710000,0:04:30.710000,11
QFGoHxcyfM,P35,P35_104,0:52:48.760000,0:52:51.760000,11
GnJgTpFUAi,P22,P22_10,0:09:43.020000,0:09:46.020000,11
rYeWDDPuQy,P30,P30_107,0:44:56,0:44:59,11
iazenRDIpC,P01,P01_09,0:09:47.140000,0:09:50.140000,11
agwbmRHWEF,P12,P12_04,0:24:31.230000,0:24:34.230000,11
crWoBlTErJ,P27,P27_103,0:25:04.350000,0:25:07.350000,11
lftbPnvQOu,P07,P07_107,0:01:57.480000,0:02:00.480000,11
MkbutxVnEm,P12,P12_02,0:18:43.300000,0:18:46.300000,11
PEsuIFvQYe,P12,P12_07,0:09:20.460000,0:09:23.460000,11
HJQJxPmZJf,P28,P28_102,0:06:43.160000,0:06:46.160000,11
aqfpJRRcnS,P22,P22_06,0:06:37.100000,0:06:40.100000,11
gZiHxwAzPJ,P35,P35_104,0:26:05.760000,0:26:08.760000,11
bHLhSYuFdX,P03,P03_119,0:00:40.040000,0:00:43.040000,11
rcIEvaOesR,P31,P31_01,0:04:26.520000,0:04:29.520000,11
HQCeKWHMHL,P20,P20_04,0:19:42,0:19:45,11
yxZeMdTHma,P35,P35_104,0:42:50.760000,0:42:53.760000,11
hKQFkRUXla,P03,P03_120,0:12:32.740000,0:12:35.740000,11
ZMNSlMBvXT,P03,P03_19,0:08:57.580000,0:09:00.580000,11
jEfeRAGkpC,P28,P28_111,0:06:54.100000,0:06:57.100000,11
HjVyPeeIwb,P01,P01_09,0:55:35.140000,0:55:38.140000,11
QYGdNPcVvf,P29,P29_03,0:28:47.210000,0:28:50.210000,11
iFSbzzszPE,P23,P23_04,0:24:24,0:24:27,11
loSPuqeyhn,P30,P30_107,0:24:14,0:24:17,11
FacrQfjFVW,P12,P12_04,0:20:08.230000,0:20:11.230000,11
LGEYMzmvoI,P30,P30_10,0:13:04.120000,0:13:07.120000,11
QNBGAwlgYy,P06,P06_108,0:04:28.710000,0:04:31.710000,11
JHPpcBVeyl,P22,P22_111,0:24:33.280000,0:24:36.280000,11
aXMmYBPtcJ,P12,P12_02,0:26:19.300000,0:26:22.300000,11
ItGYStKiDL,P04,P04_110,0:08:01.540000,0:08:04.540000,11
IoTlLgtSON,P22,P22_07,0:29:18.690000,0:29:21.690000,11
HvZEWrpPse,P08,P08_26,0:05:59.300000,0:06:02.300000,11
ICvBqJJZhL,P25,P25_10,0:02:43.760000,0:02:46.760000,11
rJqGpjQmWY,P35,P35_104,0:00:13.760000,0:00:16.760000,11
dkmjPyuQZs,P22,P22_108,0:00:38.470000,0:00:41.470000,11
hVKMFXelFR,P06,P06_107,0:04:37.990000,0:04:40.990000,11
drqjlUBZNg,P03,P03_07,0:01:42.860000,0:01:45.860000,11
MeECjZFCDp,P25,P25_107,0:22:09.140000,0:22:12.140000,11
YtPbeEDyFl,P04,P04_110,0:03:26.540000,0:03:29.540000,11
vugYdBvplX,P03,P03_109,0:14:47.190000,0:14:50.190000,11
qcTjtsULLn,P22,P22_115,0:08:02.620000,0:08:05.620000,11
RTYhkuziaC,P31,P31_06,0:00:47,0:00:50,11
eYiVAdwNHa,P31,P31_01,0:05:08.520000,0:05:11.520000,11
jLqbfwwfKU,P01,P01_109,0:24:39.580000,0:24:42.580000,11
GbCEUFeuoV,P01,P01_109,0:55:04.580000,0:55:07.580000,11
sToWbNsnty,P13,P13_08,0:16:17.420000,0:16:20.420000,11
SOhkXsIfQp,P22,P22_115,0:00:34.620000,0:00:37.620000,11
vujiCYadVi,P20,P20_02,0:00:55,0:00:58,11
xMDrrMTlSv,P04,P04_11,0:03:53.960000,0:03:56.960000,11
BrFdsRtWPc,P31,P31_01,0:04:25.520000,0:04:28.520000,11
EumIFnkYjX,P26,P26_02,0:01:00.060000,0:01:03.060000,11
CSkOZvAPPs,P12,P12_04,0:20:07.230000,0:20:10.230000,11
ubGOpTPFjU,P03,P03_120,0:04:29.740000,0:04:32.740000,11
HLHMQJNsKR,P19,P19_04,0:04:35.800000,0:04:38.800000,11
gWSNlvSQLh,P20,P20_04,0:11:50,0:11:53,11
xuHMXhOBZs,P04,P04_10,0:18:49.460000,0:18:52.460000,11
hXuVOdgJbf,P03,P03_19,0:08:51.580000,0:08:54.580000,11
BVFYxUARbA,P06,P06_101,0:27:13.200000,0:27:16.200000,11
OvYhslJqqQ,P30,P30_111,0:29:07.330000,0:29:10.330000,11
eiAjhnPSVZ,P02,P02_09,0:09:35.230000,0:09:38.230000,11
oLKrgeZXgX,P09,P09_103,0:09:43.130000,0:09:46.130000,11
zXqhirjovt,P31,P31_06,0:00:37,0:00:40,11
TauMFSEoTm,P08,P08_05,0:07:57.140000,0:08:00.140000,11
sHKIneYXtz,P01,P01_18,0:18:35.170000,0:18:38.170000,11
ormrSWuvgA,P24,P24_04,0:07:22.740000,0:07:25.740000,11
hjhoYSEfMp,P25,P25_103,0:02:26.020000,0:02:29.020000,11
mnFQJTQIwU,P03,P03_109,0:00:51.190000,0:00:54.190000,11
MopdbrCYqo,P31,P31_06,0:00:45,0:00:48,11
hjSfnpcDjI,P01,P01_05,0:12:12.140000,0:12:15.140000,11
dNeCSUjbhk,P22,P22_12,0:06:22.540000,0:06:25.540000,11
nWcXNqnIKB,P35,P35_103,0:18:37,0:18:40,11
BccigBrYMT,P04,P04_12,0:00:28.420000,0:00:31.420000,11
hiPHcECpRI,P04,P04_01,0:13:27.890000,0:13:30.890000,11
EmESeyTFHj,P04,P04_11,0:03:56.960000,0:03:59.960000,11
BrlFfDeUMA,P09,P09_103,0:02:33.130000,0:02:36.130000,11
SWIWoxugvD,P01,P01_106,0:11:29.550000,0:11:32.550000,11
XeaxnklJSj,P01,P01_105,0:30:06.030000,0:30:09.030000,11
BkKaXvWsBM,P01,P01_109,1:00:00.580000,1:00:03.580000,11
AwqrhIAsyJ,P01,P01_09,0:01:54.140000,0:01:57.140000,11
TiAfMpMRTv,P01,P01_09,0:21:28.140000,0:21:31.140000,11
gsuLYNUstg,P35,P35_103,0:18:35,0:18:38,11
BZdJjhkOZu,P24,P24_01,0:05:40.250000,0:05:43.250000,11
UQeePxpMpU,P01,P01_109,0:53:35.580000,0:53:38.580000,11
WkYPpFyUHm,P28,P28_111,0:08:48.100000,0:08:51.100000,11
OCIRBiYaap,P09,P09_104,0:09:07.840000,0:09:10.840000,11
nLLHSHorsR,P31,P31_14,0:04:53.850000,0:04:56.850000,11
WbCpBDSXJn,P30,P30_05,0:03:55.390000,0:03:58.390000,11
mQKNrVuQEI,P28,P28_103,0:08:45.940000,0:08:48.940000,11
TJxoppKiZL,P08,P08_21,0:16:18.430000,0:16:21.430000,11
MnlZdBpwRy,P28,P28_104,0:02:24,0:02:27,11
ZWMYrdPWgd,P01,P01_105,0:10:10.030000,0:10:13.030000,11
sgsmnuJEVq,P37,P37_101,0:02:40.450000,0:02:43.450000,11
XwKALzqMKF,P03,P03_27,0:01:17.250000,0:01:20.250000,11
CzqrGwuHnb,P08,P08_02,0:01:36.990000,0:01:39.990000,11
MhBWsKzjyY,P12,P12_04,0:13:17.230000,0:13:20.230000,11
RrrkhCucQG,P07,P07_09,0:03:45.540000,0:03:48.540000,12
TVGAzLxxLw,P24,P24_07,0:13:17.290000,0:13:20.290000,12
cLrOIdkAeO,P07,P07_10,0:27:41.120000,0:27:44.120000,12
HYNecCcJyO,P28,P28_109,0:00:47.780000,0:00:50.780000,12
dwOaBCnYBe,P26,P26_104,0:10:15,0:10:18,12
deODpAjrRK,P19,P19_04,0:13:25.800000,0:13:28.800000,12
TIlfMndFtq,P01,P01_05,0:00:04.140000,0:00:07.140000,12
tMNzJydwwe,P13,P13_10,0:02:15.180000,0:02:18.180000,12
jhxCKPyxxP,P20,P20_04,0:32:36,0:32:39,12
UdFjyThVpz,P10,P10_04,0:24:15.710000,0:24:18.710000,12
CjNcIivUPU,P28,P28_105,0:03:35.380000,0:03:38.380000,12
VCqvxSdYbG,P24,P24_01,0:09:19.250000,0:09:22.250000,12
aPjfbQHoRZ,P03,P03_18,0:00:01.870000,0:00:04.870000,12
JTtrwsSvgL,P04,P04_102,0:00:40.640000,0:00:43.640000,12
GSrtgZhFTx,P05,P05_05,0:00:46.650000,0:00:49.650000,12
UtlZdTJnhp,P03,P03_102,0:01:29.710000,0:01:32.710000,12
dvjOIOLNbf,P06,P06_101,0:29:22.200000,0:29:25.200000,12
ZVVQxhLuxQ,P31,P31_08,0:07:06.340000,0:07:09.340000,12
YQwsApUfUF,P24,P24_07,0:00:13.290000,0:00:16.290000,12
BjzLLwJPaf,P28,P28_113,0:03:11.620000,0:03:14.620000,12
HvNnuMJstQ,P06,P06_107,0:00:02.990000,0:00:05.990000,12
xibKDsvRFG,P04,P04_02,0:23:50.410000,0:23:53.410000,12
eXCBNLInUc,P27,P27_104,0:09:27.340000,0:09:30.340000,12
FyUEguSKJg,P09,P09_104,0:03:36.840000,0:03:39.840000,12
lsIvBPoIIW,P03,P03_04,0:00:20.240000,0:00:23.240000,12
rshlFuizel,P13,P13_08,0:26:37.420000,0:26:40.420000,12
WqRxGjBawJ,P05,P05_03,0:02:13.900000,0:02:16.900000,12
kpGhwfBoMx,P03,P03_102,0:01:28.710000,0:01:31.710000,12
iiEVKMSWFl,P24,P24_07,0:02:09.290000,0:02:12.290000,12
BOWMXDzYGk,P07,P07_10,0:00:26.120000,0:00:29.120000,12
OjqUewnRln,P20,P20_01,0:12:08.590000,0:12:11.590000,12
vBYTwRvpnw,P03,P03_27,0:00:26.250000,0:00:29.250000,12
xMhhIvneEh,P02,P02_108,0:02:52,0:02:55,12
eEMFGRAkri,P35,P35_103,0:10:01,0:10:04,12
EFBhUEwuJs,P22,P22_111,0:09:55.280000,0:09:58.280000,12
tYdruUgCnc,P31,P31_08,0:00:00.340000,0:00:03.340000,12
ucbmpDccxI,P31,P31_01,0:05:40.520000,0:05:43.520000,12
FAJJAWffHe,P35,P35_103,0:07:33,0:07:36,12
tfIJDdfjEb,P13,P13_08,0:32:55.420000,0:32:58.420000,12
pvLlThALYk,P28,P28_104,0:04:45,0:04:48,12
NXgpLXVosV,P28,P28_106,0:01:14.800000,0:01:17.800000,12
avxkcOOKYk,P15,P15_10,0:02:13.890000,0:02:16.890000,12
qqIgsISOLo,P28,P28_111,0:10:26.100000,0:10:29.100000,12
AqcfSPgGDb,P08,P08_21,0:19:15.430000,0:19:18.430000,12
JtsErqNFBI,P22,P22_113,0:08:19.750000,0:08:22.750000,12
DSNLdaSgoH,P28,P28_105,0:03:07.380000,0:03:10.380000,12
wPWweltBRC,P26,P26_02,0:04:05.060000,0:04:08.060000,12
wJRPgIAmJO,P28,P28_101,0:01:10.390000,0:01:13.390000,12
UWRyhIfklu,P19,P19_01,0:05:17.030000,0:05:20.030000,12
UjdLlcMXCH,P31,P31_13,0:00:00.460000,0:00:03.460000,12
pigdzsagYz,P02,P02_122,0:01:35.100000,0:01:38.100000,12
kGyTzPsNGC,P13,P13_05,0:00:52.440000,0:00:55.440000,12
WOAAXNSMpZ,P20,P20_03,0:00:42.500000,0:00:45.500000,12
UkRVYFtAPK,P21,P21_01,0:07:49.810000,0:07:52.810000,12
sGWFDFmXXm,P05,P05_03,0:06:47.900000,0:06:50.900000,12
ExXXmSnAfA,P28,P28_103,0:01:25.940000,0:01:28.940000,12
XLWiLvnPUi,P22,P22_104,0:06:08.640000,0:06:11.640000,12
DKNvbAigfw,P35,P35_104,0:53:47.760000,0:53:50.760000,12
eNPnTXvqGL,P07,P07_03,0:01:23.320000,0:01:26.320000,12
ihgPYkJsCt,P26,P26_102,0:00:40.840000,0:00:43.840000,12
wVhDcTtSsE,P04,P04_21,0:01:27.310000,0:01:30.310000,12
VPkTszLYqQ,P09,P09_104,0:01:34.840000,0:01:37.840000,12
ClxdLwuFaK,P01,P01_18,0:48:42.170000,0:48:45.170000,12
xZXgJbdkcg,P21,P21_03,0:00:38.080000,0:00:41.080000,12
zVWxcpokRi,P26,P26_104,0:10:04,0:10:07,12
znMppmAMqo,P30,P30_111,0:01:04.330000,0:01:07.330000,12
fVwoGUdSdd,P06,P06_101,0:06:40.200000,0:06:43.200000,12
VXTylGZnYM,P06,P06_113,0:02:10.680000,0:02:13.680000,12
SmGeDuEbto,P09,P09_104,0:01:41.840000,0:01:44.840000,12
wvhpYhydrf,P27,P27_101,0:02:01.280000,0:02:04.280000,12
FauOcoVKjn,P24,P24_08,0:12:38.410000,0:12:41.410000,12
RFlhsdNGtf,P07,P07_07,0:04:40.600000,0:04:43.600000,12
fJkHFZOrLD,P02,P02_03,0:10:55.750000,0:10:58.750000,12
gOQyLTIhEQ,P05,P05_05,0:01:05.650000,0:01:08.650000,12
RLralRAoQJ,P22,P22_115,0:05:07.620000,0:05:10.620000,12
GYDZUdJBsh,P30,P30_107,0:04:59,0:05:02,12
zVYGpYXQbQ,P02,P02_129,0:02:01.180000,0:02:04.180000,12
gCFtHfWzwn,P07,P07_10,0:19:40.120000,0:19:43.120000,12
eieQxnkmDg,P10,P10_04,0:24:10.710000,0:24:13.710000,12
jcHycDCRLe,P01,P01_09,0:34:24.140000,0:34:27.140000,12
nfoSGghppv,P24,P24_08,0:03:06.410000,0:03:09.410000,12
NxPWYXAqGi,P23,P23_04,0:31:05,0:31:08,12
NutDHyDCQY,P14,P14_05,0:00:11.550000,0:00:14.550000,12
vPiSKMjlSm,P24,P24_07,0:04:34.290000,0:04:37.290000,12
EpHtqbpOYH,P26,P26_104,0:10:21,0:10:24,12
dQurkDRJKv,P19,P19_04,0:07:15.800000,0:07:18.800000,12
rxCsVOqExU,P28,P28_09,0:00:44.770000,0:00:47.770000,12
rYgcGkFkXb,P04,P04_10,0:05:45.460000,0:05:48.460000,12
upRhUEMpxC,P35,P35_103,0:07:32,0:07:35,12
tbSPOHfhxy,P21,P21_04,0:06:14.660000,0:06:17.660000,12
rOzwRMJyOW,P27,P27_105,0:12:52.030000,0:12:55.030000,12
UkaQqREcKh,P35,P35_104,0:45:28.760000,0:45:31.760000,12
lmWqAZzNWP,P20,P20_04,0:34:23,0:34:26,12
zCjshJubJW,P01,P01_17,0:01:01,0:01:04,12
hwUuqBOabE,P28,P28_03,0:02:58.240000,0:03:01.240000,12
CAzsafnWYX,P37,P37_101,0:00:09.450000,0:00:12.450000,12
thRNcKmNmx,P06,P06_101,0:28:05.200000,0:28:08.200000,12
wXNeZazVbB,P04,P04_112,0:06:19.450000,0:06:22.450000,12
gpcCzQbAQu,P07,P07_113,0:01:48.430000,0:01:51.430000,12
xfpUzFRkOW,P28,P28_105,0:03:06.380000,0:03:09.380000,12
AiHCveBFgN,P01,P01_107,0:00:09.680000,0:00:12.680000,12
pChHXIfskI,P01,P01_07,0:01:44.710000,0:01:47.710000,12
cuRyUFWWgs,P29,P29_04,0:00:50.180000,0:00:53.180000,12
YhYLCwazQm,P01,P01_105,0:06:51.030000,0:06:54.030000,12
gBTpbDoMJy,P25,P25_102,0:02:14.210000,0:02:17.210000,12
rnLyhaNrOf,P31,P31_13,0:10:12.460000,0:10:15.460000,12
FRKQiVWHKI,P28,P28_105,0:03:03.380000,0:03:06.380000,12
YTHxrSPTOt,P26,P26_106,0:01:16.350000,0:01:19.350000,12
rkypLyKaRo,P27,P27_103,0:27:55.350000,0:27:58.350000,12
oSuCQMSwKf,P28,P28_09,0:00:27.770000,0:00:30.770000,12
yVEkPMuBtN,P03,P03_27,0:00:27.250000,0:00:30.250000,12
jjxylTTQPA,P26,P26_21,0:05:21.640000,0:05:24.640000,12
KWTgzLsBpz,P02,P02_118,0:01:37.240000,0:01:40.240000,12
HvBsLinASo,P04,P04_05,0:23:12.260000,0:23:15.260000,12
EglOQwOPsZ,P04,P04_102,0:00:42.640000,0:00:45.640000,12
bGJWwDVRrT,P02,P02_133,0:00:22.910000,0:00:25.910000,12
votDgfTuwp,P29,P29_02,0:00:22.900000,0:00:25.900000,12
WNpzgUiyZY,P03,P03_14,0:00:05,0:00:08,12
rxmpeXnfcb,P01,P01_103,0:02:24.430000,0:02:27.430000,12
yzCfGulUJf,P25,P25_106,0:21:59.220000,0:22:02.220000,12
btsKoWSkRJ,P31,P31_03,0:01:47.130000,0:01:50.130000,12
GXiWBZeWtP,P25,P25_106,0:04:55.220000,0:04:58.220000,12
pYKWHJRShK,P31,P31_13,0:05:49.460000,0:05:52.460000,12
KPEntPIrYJ,P12,P12_103,0:03:14.750000,0:03:17.750000,12
CVAvsFJUht,P27,P27_104,0:09:26.340000,0:09:29.340000,12
zykgBZFeXn,P04,P04_101,0:04:54.370000,0:04:57.370000,12
DpRWvfJViC,P31,P31_13,0:05:41.460000,0:05:44.460000,12
pQWXEhLNxC,P27,P27_105,0:15:48.030000,0:15:51.030000,12
UuMuERYKRf,P22,P22_111,0:12:53.280000,0:12:56.280000,12
WgBGDAyRpR,P04,P04_21,0:01:29.310000,0:01:32.310000,12
tGuMpNjEsF,P13,P13_10,0:02:09.180000,0:02:12.180000,12
LiHsDTtWPk,P01,P01_07,0:02:03.710000,0:02:06.710000,12
qBaViFMcKt,P24,P24_08,0:08:06.410000,0:08:09.410000,12
xRXrpslDIF,P12,P12_02,0:01:30.300000,0:01:33.300000,12
